date,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_persons_vaccinated,population,population_male,population_female,new_hospitalized_patients,cumulative_hospitalized_patients,new_confirmed_male,cumulative_confirmed_male,new_deceased_male,cumulative_deceased_male,new_hospitalized_patients_male,cumulative_hospitalized_patients_male
1/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
2/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
3/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
4/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
5/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
6/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
7/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
8/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
9/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
10/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
11/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
12/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
13/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
14/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
15/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
16/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
17/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
18/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
19/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
20/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
21/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
22/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
23/1/2020,2,0,2,0,,7496988,3439666,4057322,2,2,2,2,0,0,2,2
24/1/2020,3,0,5,0,,7496988,3439666,4057322,3,5,1,3,0,0,1,3
25/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
26/1/2020,3,0,8,0,,7496988,3439666,4057322,3,8,2,5,0,0,2,5
27/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
28/1/2020,,,,,,7496988,3439666,4057322,,,,,,,,
29/1/2020,2,0,10,0,,7496988,3439666,4057322,2,10,1,6,0,0,1,6
30/1/2020,2,0,12,0,,7496988,3439666,4057322,2,12,1,7,0,0,1,7
31/1/2020,1,1,13,1,,7496988,3439666,4057322,0,12,1,8,1,1,0,7
1/2/2020,2,0,15,1,,7496988,3439666,4057322,2,14,1,9,0,1,1,8
2/2/2020,,,,,,7496988,3439666,4057322,,,,,,,,
3/2/2020,,,,,,7496988,3439666,4057322,,,,,,,,
4/2/2020,3,0,18,1,,7496988,3439666,4057322,3,17,2,11,0,1,2,10
5/2/2020,3,0,21,1,,7496988,3439666,4057322,3,20,1,12,0,1,1,11
6/2/2020,3,0,24,1,,7496988,3439666,4057322,3,23,0,12,0,1,0,11
7/2/2020,2,0,26,1,,7496988,3439666,4057322,2,25,2,14,0,1,2,13
8/2/2020,,,,,,7496988,3439666,4057322,,,,,,,,
9/2/2020,10,0,36,1,,7496988,3439666,4057322,10,35,5,19,0,1,5,18
10/2/2020,6,0,42,1,,7496988,3439666,4057322,6,41,2,21,0,1,2,20
11/2/2020,7,0,49,1,,7496988,3439666,4057322,7,48,5,26,0,1,5,25
12/2/2020,1,0,50,1,,7496988,3439666,4057322,1,49,1,27,0,1,1,26
13/2/2020,3,0,53,1,,7496988,3439666,4057322,3,52,2,29,0,1,2,28
14/2/2020,3,1,56,2,,7496988,3439666,4057322,2,54,1,30,1,2,0,28
15/2/2020,,,,,,7496988,3439666,4057322,,,,,,,,
16/2/2020,1,0,57,2,,7496988,3439666,4057322,1,55,1,31,0,2,1,29
17/2/2020,3,0,60,2,,7496988,3439666,4057322,3,58,2,33,0,2,2,31
18/2/2020,2,0,62,2,,7496988,3439666,4057322,2,60,1,34,0,2,1,32
19/2/2020,3,0,65,2,,7496988,3439666,4057322,3,63,1,35,0,2,1,33
20/2/2020,4,0,69,2,,7496988,3439666,4057322,4,67,3,38,0,2,3,36
21/2/2020,,,,,,7496988,3439666,4057322,,,,,,,,
22/2/2020,1,0,70,2,,7496988,3439666,4057322,1,68,0,38,0,2,0,36
23/2/2020,4,0,74,2,,7496988,3439666,4057322,4,72,2,40,0,2,2,38
24/2/2020,7,0,81,2,,7496988,3439666,4057322,7,79,2,42,0,2,2,40
25/2/2020,4,0,85,2,,7496988,3439666,4057322,4,83,2,44,0,2,2,42
26/2/2020,6,1,91,3,,7496988,3439666,4057322,5,88,3,47,1,3,2,44
27/2/2020,2,0,93,3,,7496988,3439666,4057322,2,90,0,47,0,3,0,44
28/2/2020,1,0,94,3,,7496988,3439666,4057322,1,91,0,47,0,3,0,44
29/2/2020,1,0,95,3,,7496988,3439666,4057322,1,92,0,47,0,3,0,44
1/3/2020,5,1,100,4,,7496988,3439666,4057322,4,96,2,49,0,3,2,46
2/3/2020,1,0,101,4,,7496988,3439666,4057322,1,97,1,50,0,3,1,47
3/3/2020,,,,,,7496988,3439666,4057322,,,,,,,,
4/3/2020,4,0,105,4,,7496988,3439666,4057322,4,101,1,51,0,3,1,48
5/3/2020,,,,,,7496988,3439666,4057322,,,,,,,,
6/3/2020,3,0,108,4,,7496988,3439666,4057322,3,104,3,54,0,3,3,51
7/3/2020,2,0,110,4,,7496988,3439666,4057322,2,106,0,54,0,3,0,51
8/3/2020,5,0,115,4,,7496988,3439666,4057322,5,111,3,57,0,3,3,54
9/3/2020,1,0,116,4,,7496988,3439666,4057322,1,112,1,58,0,3,1,55
10/3/2020,5,0,121,4,,7496988,3439666,4057322,5,117,2,60,0,3,2,57
11/3/2020,9,0,130,4,,7496988,3439666,4057322,9,126,3,63,0,3,3,60
12/3/2020,2,0,132,4,,7496988,3439666,4057322,2,128,2,65,0,3,2,62
13/3/2020,6,0,138,4,,7496988,3439666,4057322,6,134,4,69,0,3,4,66
14/3/2020,4,0,142,4,,7496988,3439666,4057322,4,138,2,71,0,3,2,68
15/3/2020,7,0,149,4,,7496988,3439666,4057322,7,145,6,77,0,3,6,74
16/3/2020,9,0,158,4,,7496988,3439666,4057322,9,154,5,82,0,3,5,79
17/3/2020,10,0,168,4,,7496988,3439666,4057322,10,164,7,89,0,3,7,86
18/3/2020,25,0,193,4,,7496988,3439666,4057322,25,189,14,103,0,3,14,100
19/3/2020,16,0,209,4,,7496988,3439666,4057322,16,205,11,114,0,3,11,111
20/3/2020,48,0,257,4,,7496988,3439666,4057322,48,253,26,140,0,3,26,137
21/3/2020,17,0,274,4,,7496988,3439666,4057322,17,270,5,145,0,3,5,142
22/3/2020,44,0,318,4,,7496988,3439666,4057322,44,314,28,173,0,3,28,170
23/3/2020,39,0,357,4,,7496988,3439666,4057322,39,353,22,195,0,3,22,192
24/3/2020,30,0,387,4,,7496988,3439666,4057322,30,383,18,213,0,3,18,210
25/3/2020,24,0,411,4,,7496988,3439666,4057322,24,407,13,226,0,3,13,223
26/3/2020,43,0,454,4,,7496988,3439666,4057322,43,450,18,244,0,3,18,241
27/3/2020,65,0,519,4,,7496988,3439666,4057322,65,515,28,272,0,3,28,269
28/3/2020,64,0,583,4,,7496988,3439666,4057322,64,579,39,311,0,3,39,308
29/3/2020,59,1,642,5,,7496988,3439666,4057322,58,637,30,341,0,3,30,338
30/3/2020,41,0,683,5,,7496988,3439666,4057322,41,678,21,362,0,3,21,359
31/3/2020,32,0,715,5,,7496988,3439666,4057322,32,710,19,381,0,3,19,378
1/4/2020,51,0,766,5,,7496988,3439666,4057322,51,761,28,409,0,3,28,406
2/4/2020,37,0,803,5,,7496988,3439666,4057322,37,798,21,430,0,3,21,427
3/4/2020,43,0,846,5,,7496988,3439666,4057322,43,841,23,453,0,3,23,450
4/4/2020,17,0,863,5,,7496988,3439666,4057322,17,858,9,462,0,3,9,459
5/4/2020,28,0,891,5,,7496988,3439666,4057322,28,886,17,479,0,3,17,476
6/4/2020,24,0,915,5,,7496988,3439666,4057322,24,910,14,493,0,3,14,490
7/4/2020,21,0,936,5,,7496988,3439666,4057322,21,931,12,505,0,3,12,502
8/4/2020,25,0,961,5,,7496988,3439666,4057322,25,956,11,516,0,3,11,513
9/4/2020,13,0,974,5,,7496988,3439666,4057322,13,969,8,524,0,3,8,521
10/4/2020,16,0,990,5,,7496988,3439666,4057322,16,985,9,533,0,3,9,530
11/4/2020,11,0,1001,5,,7496988,3439666,4057322,11,996,5,538,0,3,5,535
12/4/2020,4,0,1005,5,,7496988,3439666,4057322,4,1000,2,540,0,3,2,537
13/4/2020,5,0,1010,5,,7496988,3439666,4057322,5,1005,3,543,0,3,3,540
14/4/2020,3,0,1013,5,,7496988,3439666,4057322,3,1008,3,546,0,3,3,543
15/4/2020,4,0,1017,5,,7496988,3439666,4057322,4,1012,3,549,0,3,3,546
16/4/2020,1,0,1018,5,,7496988,3439666,4057322,1,1013,0,549,0,3,0,546
17/4/2020,4,0,1022,5,,7496988,3439666,4057322,4,1017,1,550,0,3,1,547
18/4/2020,2,0,1024,5,,7496988,3439666,4057322,2,1019,1,551,0,3,1,548
19/4/2020,2,0,1026,5,,7496988,3439666,4057322,2,1021,1,552,0,3,1,549
20/4/2020,,,,,,7496988,3439666,4057322,,,,,,,,
21/4/2020,4,0,1030,5,,7496988,3439666,4057322,4,1025,2,554,0,3,2,551
22/4/2020,4,0,1034,5,,7496988,3439666,4057322,4,1029,2,556,0,3,2,553
23/4/2020,2,0,1036,5,,7496988,3439666,4057322,2,1031,2,558,0,3,2,555
24/4/2020,,,,,,7496988,3439666,4057322,,,,,,,,
25/4/2020,2,0,1038,5,,7496988,3439666,4057322,2,1033,1,559,0,3,1,556
26/4/2020,,,,,,7496988,3439666,4057322,,,,,,,,
27/4/2020,,,,,,7496988,3439666,4057322,,,,,,,,
28/4/2020,,,,,,7496988,3439666,4057322,,,,,,,,
29/4/2020,,,,,,7496988,3439666,4057322,,,,,,,,
30/4/2020,,,,,,7496988,3439666,4057322,,,,,,,,
1/5/2020,2,0,1040,5,,7496988,3439666,4057322,2,1035,1,560,0,3,1,557
2/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
3/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
4/5/2020,1,0,1041,5,,7496988,3439666,4057322,1,1036,0,560,0,3,0,557
5/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
6/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
7/5/2020,4,0,1045,5,,7496988,3439666,4057322,4,1040,4,564,0,3,4,561
8/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
9/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
10/5/2020,3,0,1048,5,,7496988,3439666,4057322,3,1043,2,566,0,3,2,563
11/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
12/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
13/5/2020,3,0,1051,5,,7496988,3439666,4057322,3,1046,1,567,0,3,1,564
14/5/2020,1,0,1052,5,,7496988,3439666,4057322,1,1047,1,568,0,3,1,565
15/5/2020,1,0,1053,5,,7496988,3439666,4057322,1,1048,1,569,0,3,1,566
16/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
17/5/2020,3,0,1056,5,,7496988,3439666,4057322,3,1051,1,570,0,3,1,567
18/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
19/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
20/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
21/5/2020,8,0,1064,5,,7496988,3439666,4057322,8,1059,4,574,0,3,4,571
22/5/2020,2,0,1066,5,,7496988,3439666,4057322,2,1061,1,575,0,3,1,572
23/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
24/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
25/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
26/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
27/5/2020,1,0,1067,5,,7496988,3439666,4057322,1,1062,1,576,0,3,1,573
28/5/2020,,,,,,7496988,3439666,4057322,,,,,,,,
29/5/2020,13,0,1080,5,,7496988,3439666,4057322,13,1075,9,585,0,3,9,582
30/5/2020,3,0,1083,5,,7496988,3439666,4057322,3,1078,3,588,0,3,3,585
31/5/2020,2,0,1085,5,,7496988,3439666,4057322,2,1080,1,589,0,3,1,586
1/6/2020,3,0,1088,5,,7496988,3439666,4057322,3,1083,1,590,0,3,1,587
2/6/2020,6,1,1094,6,,7496988,3439666,4057322,5,1088,1,591,0,3,1,588
3/6/2020,,,,,,7496988,3439666,4057322,,,,,,,,
4/6/2020,6,1,1100,7,,7496988,3439666,4057322,5,1093,6,597,1,4,5,593
5/6/2020,3,0,1103,7,,7496988,3439666,4057322,3,1096,0,597,0,4,0,593
6/6/2020,3,0,1106,7,,7496988,3439666,4057322,3,1099,1,598,0,4,1,594
7/6/2020,1,0,1107,7,,7496988,3439666,4057322,1,1100,0,598,0,4,0,594
8/6/2020,1,0,1108,7,,7496988,3439666,4057322,1,1101,0,598,0,4,0,594
9/6/2020,,,,,,7496988,3439666,4057322,,,,,,,,
10/6/2020,,,,,,7496988,3439666,4057322,,,,,,,,
11/6/2020,,,,,,7496988,3439666,4057322,,,,,,,,
12/6/2020,1,0,1109,7,,7496988,3439666,4057322,1,1102,0,598,0,4,0,594
13/6/2020,1,0,1110,7,,7496988,3439666,4057322,1,1103,1,599,0,4,1,595
14/6/2020,,,,,,7496988,3439666,4057322,,,,,,,,
15/6/2020,3,0,1113,7,,7496988,3439666,4057322,3,1106,1,600,0,4,1,596
16/6/2020,,,,,,7496988,3439666,4057322,,,,,,,,
17/6/2020,8,0,1121,7,,7496988,3439666,4057322,8,1114,2,602,0,4,2,598
18/6/2020,4,0,1125,7,,7496988,3439666,4057322,4,1118,2,604,0,4,2,600
19/6/2020,3,0,1128,7,,7496988,3439666,4057322,3,1121,2,606,0,4,2,602
20/6/2020,1,0,1129,7,,7496988,3439666,4057322,1,1122,0,606,0,4,0,602
21/6/2020,3,0,1132,7,,7496988,3439666,4057322,3,1125,1,607,0,4,1,603
22/6/2020,30,0,1162,7,,7496988,3439666,4057322,30,1155,15,622,0,4,15,618
23/6/2020,16,0,1178,7,,7496988,3439666,4057322,16,1171,9,631,0,4,9,627
24/6/2020,2,1,1180,8,,7496988,3439666,4057322,1,1172,1,632,1,5,0,627
25/6/2020,14,0,1194,8,,7496988,3439666,4057322,14,1186,9,641,0,5,9,636
26/6/2020,3,0,1197,8,,7496988,3439666,4057322,3,1189,3,644,0,5,3,639
27/6/2020,1,0,1198,8,,7496988,3439666,4057322,1,1190,0,644,0,5,0,639
28/6/2020,2,0,1200,8,,7496988,3439666,4057322,2,1192,1,645,0,5,1,640
29/6/2020,4,0,1204,8,,7496988,3439666,4057322,4,1196,1,646,0,5,1,641
30/6/2020,2,0,1206,8,,7496988,3439666,4057322,2,1198,2,648,0,5,2,643
1/7/2020,28,0,1234,8,,7496988,3439666,4057322,28,1226,12,660,0,5,12,655
2/7/2020,9,0,1243,8,,7496988,3439666,4057322,9,1235,3,663,0,5,3,658
3/7/2020,5,0,1248,8,,7496988,3439666,4057322,5,1240,1,664,0,5,1,659
4/7/2020,11,0,1259,8,,7496988,3439666,4057322,11,1251,6,670,0,5,6,665
5/7/2020,10,0,1269,8,,7496988,3439666,4057322,10,1261,4,674,0,5,4,669
6/7/2020,17,0,1286,8,,7496988,3439666,4057322,17,1278,12,686,0,5,12,681
7/7/2020,14,0,1300,8,,7496988,3439666,4057322,14,1292,10,696,0,5,10,691
8/7/2020,24,1,1324,9,,7496988,3439666,4057322,23,1315,14,710,1,6,13,704
9/7/2020,42,7,1366,16,,7496988,3439666,4057322,35,1350,27,737,5,11,22,726
10/7/2020,38,0,1404,16,,7496988,3439666,4057322,35,1385,18,755,0,11,15,741
11/7/2020,28,1,1432,17,,7496988,3439666,4057322,25,1410,12,767,0,11,10,751
12/7/2020,38,1,1470,18,,7496988,3439666,4057322,37,1447,21,788,1,12,20,771
13/7/2020,52,3,1522,21,,7496988,3439666,4057322,48,1495,27,815,3,15,23,794
14/7/2020,48,2,1570,23,,7496988,3439666,4057322,46,1541,27,842,1,16,26,820
15/7/2020,19,0,1589,23,,7496988,3439666,4057322,19,1560,8,850,0,16,8,828
16/7/2020,67,3,1656,26,,7496988,3439666,4057322,64,1624,34,884,2,18,32,860
17/7/2020,58,2,1714,28,,7496988,3439666,4057322,55,1679,24,908,1,19,22,882
18/7/2020,64,3,1778,31,,7496988,3439666,4057322,61,1740,23,931,2,21,21,903
19/7/2020,107,0,1885,31,,7496988,3439666,4057322,105,1845,45,976,0,21,43,946
20/7/2020,73,3,1958,34,,7496988,3439666,4057322,69,1914,31,1007,1,22,29,975
21/7/2020,61,2,2019,36,,7496988,3439666,4057322,59,1973,27,1034,2,24,25,1000
22/7/2020,113,5,2132,41,,7496988,3439666,4057322,107,2080,47,1081,2,26,44,1044
23/7/2020,118,1,2250,42,,7496988,3439666,4057322,116,2196,43,1124,0,26,42,1086
24/7/2020,123,1,2373,43,,7496988,3439666,4057322,119,2315,60,1184,0,26,58,1144
25/7/2020,133,5,2506,48,,7496988,3439666,4057322,127,2442,70,1254,2,28,67,1211
26/7/2020,128,0,2634,48,,7496988,3439666,4057322,124,2566,63,1317,0,28,59,1270
27/7/2020,145,6,2779,54,,7496988,3439666,4057322,138,2704,56,1373,2,30,53,1323
28/7/2020,106,6,2885,60,,7496988,3439666,4057322,99,2803,52,1425,4,34,47,1370
29/7/2020,117,10,3002,70,,7496988,3439666,4057322,104,2907,59,1484,7,41,49,1419
30/7/2020,149,1,3151,71,,7496988,3439666,4057322,147,3054,81,1565,1,42,80,1499
31/7/2020,121,3,3272,74,,7496988,3439666,4057322,118,3172,58,1623,1,43,57,1556
1/8/2020,125,3,3397,77,,7496988,3439666,4057322,122,3294,66,1689,3,46,63,1619
2/8/2020,113,1,3510,78,,7496988,3439666,4057322,112,3406,56,1745,1,47,55,1674
3/8/2020,80,2,3590,80,,7496988,3439666,4057322,78,3484,46,1791,2,49,44,1718
4/8/2020,80,3,3670,83,,7496988,3439666,4057322,77,3561,39,1830,2,51,37,1755
5/8/2020,85,3,3755,86,,7496988,3439666,4057322,82,3643,41,1871,3,54,38,1793
6/8/2020,95,2,3850,88,,7496988,3439666,4057322,93,3736,47,1918,2,56,45,1838
7/8/2020,89,0,3939,88,,7496988,3439666,4057322,89,3825,42,1960,0,56,42,1880
8/8/2020,69,1,4008,89,,7496988,3439666,4057322,68,3893,29,1989,0,56,29,1909
9/8/2020,72,1,4080,90,,7496988,3439666,4057322,71,3964,38,2027,1,57,37,1946
10/8/2020,69,4,4149,94,,7496988,3439666,4057322,65,4029,35,2062,4,61,31,1977
11/8/2020,33,0,4182,94,,7496988,3439666,4057322,33,4062,18,2080,0,61,18,1995
12/8/2020,62,1,4244,95,,7496988,3439666,4057322,61,4123,33,2113,0,61,33,2028
13/8/2020,69,2,4313,97,,7496988,3439666,4057322,67,4190,29,2142,1,62,28,2056
14/8/2020,48,0,4361,97,,7496988,3439666,4057322,48,4238,24,2166,0,62,24,2080
15/8/2020,46,1,4407,98,,7496988,3439666,4057322,44,4282,24,2190,0,62,23,2103
16/8/2020,74,1,4481,99,,7496988,3439666,4057322,73,4355,53,2243,1,63,52,2155
17/8/2020,44,0,4525,99,,7496988,3439666,4057322,44,4399,19,2262,0,63,19,2174
18/8/2020,36,1,4561,100,,7496988,3439666,4057322,35,4434,18,2280,0,63,18,2192
19/8/2020,26,1,4587,101,,7496988,3439666,4057322,25,4459,13,2293,0,63,13,2205
20/8/2020,18,0,4605,101,,7496988,3439666,4057322,18,4477,7,2300,0,63,7,2212
21/8/2020,27,1,4632,102,,7496988,3439666,4057322,26,4503,16,2316,1,64,15,2227
22/8/2020,26,0,4658,102,,7496988,3439666,4057322,26,4529,14,2330,0,64,14,2241
23/8/2020,25,0,4683,102,,7496988,3439666,4057322,25,4554,12,2342,0,64,12,2253
24/8/2020,9,0,4692,102,,7496988,3439666,4057322,9,4563,3,2345,0,64,3,2256
25/8/2020,19,0,4711,102,,7496988,3439666,4057322,19,4582,5,2350,0,64,5,2261
26/8/2020,24,2,4735,104,,7496988,3439666,4057322,22,4604,14,2364,1,65,13,2274
27/8/2020,21,0,4756,104,,7496988,3439666,4057322,21,4625,12,2376,0,65,12,2286
28/8/2020,13,1,4769,105,,7496988,3439666,4057322,11,4636,6,2382,1,66,4,2290
29/8/2020,18,1,4787,106,,7496988,3439666,4057322,17,4653,9,2391,1,67,8,2298
30/8/2020,15,0,4802,106,,7496988,3439666,4057322,15,4668,9,2400,0,67,9,2307
31/8/2020,9,0,4811,106,,7496988,3439666,4057322,9,4677,4,2404,0,67,4,2311
1/9/2020,12,0,4823,106,,7496988,3439666,4057322,12,4689,3,2407,0,67,3,2314
2/9/2020,8,1,4831,107,,7496988,3439666,4057322,7,4696,8,2415,1,68,7,2321
3/9/2020,8,2,4839,109,,7496988,3439666,4057322,6,4702,3,2418,1,69,2,2323
4/9/2020,12,0,4851,109,,7496988,3439666,4057322,12,4714,4,2422,0,69,4,2327
5/9/2020,7,0,4858,109,,7496988,3439666,4057322,7,4721,4,2426,0,69,4,2331
6/9/2020,21,0,4879,109,,7496988,3439666,4057322,21,4742,11,2437,0,69,11,2342
7/9/2020,11,0,4890,109,,7496988,3439666,4057322,11,4753,6,2443,0,69,6,2348
8/9/2020,6,0,4896,109,,7496988,3439666,4057322,6,4759,1,2444,0,69,1,2349
9/9/2020,6,0,4902,109,,7496988,3439666,4057322,6,4765,2,2446,0,69,2,2351
10/9/2020,12,0,4914,109,,7496988,3439666,4057322,12,4777,3,2449,0,69,3,2354
11/9/2020,12,0,4926,109,,7496988,3439666,4057322,12,4789,3,2452,0,69,3,2357
12/9/2020,13,1,4939,110,,7496988,3439666,4057322,12,4801,7,2459,1,70,6,2363
13/9/2020,19,0,4958,110,,7496988,3439666,4057322,19,4820,8,2467,0,70,8,2371
14/9/2020,14,0,4972,110,,7496988,3439666,4057322,14,4834,7,2474,0,70,7,2378
15/9/2020,4,0,4976,110,,7496988,3439666,4057322,4,4838,2,2476,0,70,2,2380
16/9/2020,9,0,4985,110,,7496988,3439666,4057322,9,4847,3,2479,0,70,3,2383
17/9/2020,9,0,4994,110,,7496988,3439666,4057322,9,4856,4,2483,0,70,4,2387
18/9/2020,3,0,4997,110,,7496988,3439666,4057322,3,4859,0,2483,0,70,0,2387
19/9/2020,13,0,5010,110,,7496988,3439666,4057322,13,4872,5,2488,0,70,5,2392
20/9/2020,23,0,5033,110,,7496988,3439666,4057322,23,4895,12,2500,0,70,12,2404
21/9/2020,6,0,5039,110,,7496988,3439666,4057322,6,4901,2,2502,0,70,2,2406
22/9/2020,8,0,5047,110,,7496988,3439666,4057322,8,4909,1,2503,0,70,1,2407
23/9/2020,3,0,5050,110,,7496988,3439666,4057322,3,4912,1,2504,0,70,1,2408
24/9/2020,7,0,5057,110,,7496988,3439666,4057322,7,4919,1,2505,0,70,1,2409
25/9/2020,2,0,5059,110,,7496988,3439666,4057322,2,4921,2,2507,0,70,2,2411
26/9/2020,1,0,5060,110,,7496988,3439666,4057322,1,4922,1,2508,0,70,1,2412
27/9/2020,6,0,5066,110,,7496988,3439666,4057322,6,4928,1,2509,0,70,1,2413
28/9/2020,10,0,5076,110,,7496988,3439666,4057322,10,4938,6,2515,0,70,6,2419
29/9/2020,4,0,5080,110,,7496988,3439666,4057322,4,4942,2,2517,0,70,2,2421
30/9/2020,8,0,5088,110,,7496988,3439666,4057322,8,4950,2,2519,0,70,2,2423
1/10/2020,10,0,5098,110,,7496988,3439666,4057322,10,4960,4,2523,0,70,4,2427
2/10/2020,7,0,5105,110,,7496988,3439666,4057322,7,4967,4,2527,0,70,4,2431
3/10/2020,4,0,5109,110,,7496988,3439666,4057322,4,4971,3,2530,0,70,3,2434
4/10/2020,5,1,5114,111,,7496988,3439666,4057322,4,4975,3,2533,0,70,3,2437
5/10/2020,11,0,5125,111,,7496988,3439666,4057322,11,4986,3,2536,0,70,3,2440
6/10/2020,8,0,5133,111,,7496988,3439666,4057322,8,4994,6,2542,0,70,6,2446
7/10/2020,11,0,5144,111,,7496988,3439666,4057322,11,5005,7,2549,0,70,7,2453
8/10/2020,18,0,5162,111,,7496988,3439666,4057322,18,5023,12,2561,0,70,12,2465
9/10/2020,8,0,5170,111,,7496988,3439666,4057322,8,5031,5,2566,0,70,5,2470
10/10/2020,6,0,5176,111,,7496988,3439666,4057322,6,5037,4,2570,0,70,4,2474
11/10/2020,7,0,5183,111,,7496988,3439666,4057322,7,5044,3,2573,0,70,3,2477
12/10/2020,11,0,5194,111,,7496988,3439666,4057322,11,5055,6,2579,0,70,6,2483
13/10/2020,8,0,5202,111,,7496988,3439666,4057322,8,5063,7,2586,0,70,7,2490
14/10/2020,,,,,,7496988,3439666,4057322,,,,,,,,
15/10/2020,12,0,5214,111,,7496988,3439666,4057322,12,5075,3,2589,0,70,3,2493
16/10/2020,7,0,5221,111,,7496988,3439666,4057322,7,5082,4,2593,0,70,4,2497
17/10/2020,17,0,5238,111,,7496988,3439666,4057322,17,5099,5,2598,0,70,5,2502
18/10/2020,4,0,5242,111,,7496988,3439666,4057322,4,5103,2,2600,0,70,2,2504
19/10/2020,15,0,5257,111,,7496988,3439666,4057322,14,5117,9,2609,0,70,8,2512
20/10/2020,5,0,5262,111,,7496988,3439666,4057322,5,5122,3,2612,0,70,3,2515
21/10/2020,8,0,5270,111,,7496988,3439666,4057322,7,5129,5,2617,0,70,5,2520
22/10/2020,11,0,5281,111,,7496988,3439666,4057322,11,5140,5,2622,0,70,5,2525
23/10/2020,4,0,5285,111,,7496988,3439666,4057322,4,5144,3,2625,0,70,3,2528
24/10/2020,5,0,5290,111,,7496988,3439666,4057322,5,5149,3,2628,0,70,3,2531
25/10/2020,6,0,5296,111,,7496988,3439666,4057322,6,5155,3,2631,0,70,3,2534
26/10/2020,8,0,5304,111,,7496988,3439666,4057322,8,5163,7,2638,0,70,7,2541
27/10/2020,5,0,5309,111,,7496988,3439666,4057322,5,5168,3,2641,0,70,3,2544
28/10/2020,2,0,5311,111,,7496988,3439666,4057322,2,5170,0,2641,0,70,0,2544
29/10/2020,3,0,5314,111,,7496988,3439666,4057322,3,5173,0,2641,0,70,0,2544
30/10/2020,7,0,5321,111,,7496988,3439666,4057322,7,5180,4,2645,0,70,4,2548
31/10/2020,3,0,5324,111,,7496988,3439666,4057322,3,5183,3,2648,0,70,3,2551
1/11/2020,7,0,5331,111,,7496988,3439666,4057322,7,5190,2,2650,0,70,2,2553
2/11/2020,6,0,5337,111,,7496988,3439666,4057322,6,5196,4,2654,0,70,4,2557
3/11/2020,9,0,5346,111,,7496988,3439666,4057322,9,5205,4,2658,0,70,4,2561
4/11/2020,3,0,5349,111,,7496988,3439666,4057322,3,5208,1,2659,0,70,1,2562
5/11/2020,7,0,5356,111,,7496988,3439666,4057322,7,5215,5,2664,0,70,5,2567
6/11/2020,6,0,5362,111,,7496988,3439666,4057322,6,5221,4,2668,0,70,4,2571
7/11/2020,3,0,5365,111,,7496988,3439666,4057322,3,5224,2,2670,0,70,2,2573
8/11/2020,10,0,5375,111,,7496988,3439666,4057322,10,5234,3,2673,0,70,3,2576
9/11/2020,6,0,5381,111,,7496988,3439666,4057322,6,5240,5,2678,0,70,5,2581
10/11/2020,9,0,5390,111,,7496988,3439666,4057322,9,5249,2,2680,0,70,2,2583
11/11/2020,18,0,5408,111,,7496988,3439666,4057322,18,5267,8,2688,0,70,8,2591
12/11/2020,23,1,5431,112,,7496988,3439666,4057322,22,5289,18,2706,1,71,17,2608
13/11/2020,6,0,5437,112,,7496988,3439666,4057322,6,5295,3,2709,0,71,3,2611
